month_number,tti
1.0,1.069272008424418
2.0,1.0705449355728567
3.0,1.1002895961671841
4.0,1.105991985736466
5.0,1.1225181557195816
6.0,1.1260927649040504
7.0,1.0809119420620363
8.0,1.0822799215082874
9.0,1.115764563062249
10.0,1.1280958036900335
11.0,1.1047728526732516
12.0,1.1145897059753371
