calendar_year,test_rows,mae_persistence,rmse_persistence,mae_pooled_xgb,rmse_pooled_xgb,mae_improvement_pooled_xgb
2025,2169696.0,0.14945189109629503,0.47772995652454836,0.13432155532904907,0.40322056024137115,0.015130335767245956
2026,2214.0,0.036931618424158826,0.0480547584630031,0.03492027721903548,0.04424029377055806,0.0020113412051233487
